#{"t_start": 1677972172.8311899, "env_id": "DeepRMSA-v0"}
r,l,t,episode_service_blocking_rate,episode_bit_rate_blocking_rate
-26,50,512.11208,0.76,0.8010923987255348
-30,50,514.300359,0.8,0.8643035170312933
-28,50,516.495868,0.78,0.8534686637761135
-28,50,518.650996,0.78,0.815612262980684
-28,50,520.90177,0.78,0.8006286484059273
-34,50,524.532269,0.84,0.9255341215515454
-26,50,526.722642,0.76,0.8029092215138727
-26,50,528.922155,0.76,0.8351117191062472
-22,50,531.059305,0.72,0.802439492892816
-34,50,533.356053,0.84,0.873245118605777
-40,50,537.038766,0.9,0.9129364572887227
-32,50,539.317283,0.82,0.8611582880434783
-22,50,541.486073,0.72,0.73459209120057
-26,50,544.825937,0.76,0.7892585551330799
-30,50,547.96262,0.8,0.8394174757281554
-22,50,550.61282,0.72,0.8531558185404339
-30,50,552.897228,0.8,0.8930205392777183
-14,50,555.025572,0.64,0.6671987230646449
-24,50,557.233758,0.74,0.821633105486791
-22,50,559.975343,0.72,0.8117167919799498
-12,50,562.771809,0.62,0.6595218466611706
-20,50,565.007286,0.7,0.7236782443094223
-28,50,567.31365,0.78,0.8347673235266907
-22,50,569.565327,0.72,0.8043126684636118
-10,50,571.817792,0.6,0.6747262773722628
-14,50,575.016693,0.64,0.7589888206264478
-18,50,577.200938,0.68,0.7293891499359249
-26,50,579.522861,0.76,0.8452573976489663
-20,50,581.769196,0.7,0.7682887528198518
-28,50,584.321253,0.78,0.8732855499513318
-30,50,587.736788,0.8,0.8750229399889888
-28,50,590.047899,0.78,0.8077260755048288
-30,50,592.47329,0.8,0.81055851898337
-22,50,594.761179,0.72,0.7908663669799755
-30,50,597.865434,0.8,0.8781172406347836
-24,50,600.695403,0.74,0.7995567375886525
-30,50,603.067483,0.8,0.8748824967099079
-14,50,605.281669,0.64,0.6692426584234931
-32,50,607.690366,0.82,0.9064116326729774
-36,50,611.385864,0.86,0.8636160114623445
-22,50,613.785086,0.72,0.7733560545308741
-20,50,616.097774,0.7,0.7236356757779249
-24,50,618.399929,0.74,0.8323021516298827
-22,50,620.684761,0.72,0.7577792490305495
-24,50,624.279079,0.74,0.7782223183391004
-20,50,626.601223,0.7,0.7841768470040721
-28,50,628.984247,0.78,0.8365026870607689
-30,50,631.489063,0.8,0.8723981024300513
-22,50,633.832285,0.72,0.8256514974718009
-20,50,637.439087,0.7,0.7968716054746904
-24,50,639.792169,0.74,0.8054288321167883
-26,50,642.225398,0.76,0.7924791086350975
-22,50,644.711553,0.72,0.7729235880398672
-30,50,647.845676,0.8,0.8521016617790811
-24,50,650.806229,0.74,0.7672914714151827
-24,50,653.267756,0.74,0.8647375504710633
-22,50,655.654341,0.72,0.752152361074876
-20,50,658.084055,0.7,0.7971318962367556
-28,50,661.780332,0.78,0.8156481199959461
-24,50,664.231828,0.74,0.8199066558441559
-20,50,666.604858,0.7,0.7737065159809289
-32,50,669.120746,0.82,0.8458842379331063
-24,50,671.644128,0.74,0.7728226174190607
-12,50,675.115518,0.62,0.7048396733718383
-10,50,677.337613,0.6,0.7088331515812432
-32,50,679.90744,0.82,0.8686278460608503
-32,50,682.449159,0.82,0.8850747766736926
-20,50,685.799101,0.7,0.772181146025878
-32,50,688.771015,0.82,0.8837953091684435
-28,50,691.330279,0.78,0.7750065634024679
-26,50,693.84306,0.76,0.8449119373776908
-30,50,696.508356,0.8,0.8862217017954723
-18,50,700.183311,0.68,0.7979094076655052
-34,50,702.808472,0.84,0.8693986636971047
-20,50,705.651876,0.7,0.765083932853717
-30,50,709.30696,0.8,0.8266148155174049
-28,50,712.964157,0.78,0.7894196678484792
-34,50,715.614869,0.84,0.9027102904653925
-32,50,718.313721,0.82,0.8522270596115205
-26,50,720.860598,0.76,0.8145618928537078
-20,50,724.574759,0.7,0.7871485943775101
-32,50,727.253347,0.82,0.8381581328026054
-38,50,729.993941,0.88,0.9507072438919846
-34,50,732.696141,0.84,0.8866556534508077
-12,50,736.322891,0.62,0.671221096885152
-32,50,739.051294,0.82,0.8778183762588004
-36,50,741.762158,0.86,0.8857696924923816
-34,50,744.495197,0.84,0.8931637777417787
-24,50,747.652976,0.74,0.7746928992309997
-30,50,751.039511,0.8,0.8657630894912737
-32,50,753.738344,0.82,0.8677019172377896
-22,50,756.4283,0.72,0.7786854103343465
-30,50,759.122214,0.8,0.8317100991488988
-16,50,762.94525,0.66,0.7234756097560976
-22,50,765.562768,0.72,0.8133892926604566
-32,50,768.310828,0.82,0.8798631553822898
-28,50,770.964301,0.78,0.8091882750845547
-30,50,775.024917,0.8,0.834675635011948
-24,50,777.683974,0.74,0.7670046082949309
-28,50,780.469175,0.78,0.8102794675130036
-32,50,783.204255,0.82,0.8336598948128288
-24,50,787.136031,0.74,0.8013197236828539
-10,50,789.646781,0.6,0.715925248832013
-30,50,792.418481,0.8,0.8421052631578947
-20,50,795.06154,0.7,0.7479722466529855
-24,50,798.784609,0.74,0.7921319536932692
-22,50,801.604836,0.72,0.8061086410206844
-26,50,804.279336,0.76,0.8418555103621925
-14,50,806.870746,0.64,0.7709246275197196
-18,50,809.714428,0.68,0.6893624105210587
-26,50,813.443046,0.76,0.7985136251032204
-26,50,816.144541,0.76,0.8454961832061069
-22,50,818.803377,0.72,0.7796072207895259
-22,50,821.53418,0.72,0.7666581130784365
-18,50,825.426009,0.68,0.7526367979807086
-30,50,828.237244,0.8,0.8257393314709566
-18,50,830.811255,0.68,0.7747550651574241
-24,50,833.522443,0.74,0.8260954046439327
-16,50,837.346985,0.66,0.7273225541244176
-32,50,840.203226,0.82,0.8579863585462689
-28,50,842.99858,0.78,0.798647290010054
-36,50,845.910491,0.86,0.8804742780646395
-34,50,850.086264,0.84,0.9045871559633027
-26,50,852.907054,0.76,0.8379967558799676
-22,50,856.888241,0.72,0.8476965282376313
-24,50,860.24525,0.74,0.8184033531533288
-30,50,863.830767,0.8,0.8179959100204499
-24,50,866.594912,0.74,0.7586174331853811
-28,50,869.435391,0.78,0.8243874457100713
-26,50,872.782555,0.76,0.8074703598782919
-22,50,876.274763,0.72,0.8042526579111945
-28,50,879.11659,0.78,0.8159918465672195
-24,50,881.923497,0.74,0.8460729681421512
-22,50,885.189325,0.72,0.7914965382567016
-32,50,888.904667,0.82,0.8835010673985971
-28,50,891.766619,0.78,0.8297990042411949
-30,50,894.661083,0.8,0.8664783427495292
-20,50,897.99858,0.7,0.8057887120115774
-8,50,901.226351,0.58,0.6765204492477219
-18,50,903.975212,0.68,0.6883891693437356
-24,50,906.7791,0.74,0.8037110213899149
-24,50,909.87077,0.74,0.8004647723671702
-22,50,913.704484,0.72,0.8513041880969875
-24,50,916.535931,0.74,0.811674590596936
-28,50,919.421047,0.78,0.8515122123269553
-38,50,923.265287,0.88,0.9193420705427039
-36,50,926.881992,0.86,0.9385401074227349
-24,50,929.72989,0.74,0.8894446712944059
-26,50,932.696196,0.76,0.9015411712901805
-30,50,936.956781,0.8,0.8474931024640853
-34,50,940.014194,0.84,0.8541081460674157
-12,50,942.807164,0.62,0.7487722676937891
-14,50,945.615259,0.64,0.7345124633431085
-24,50,949.826038,0.74,0.7900419380744178
-16,50,952.622072,0.66,0.7845559845559845
-18,50,955.489552,0.68,0.7456801909307876
-20,50,958.362055,0.7,0.748703980318074
-32,50,962.760382,0.82,0.9196309682328324
-36,50,965.877706,0.86,0.8821529194598271
-36,50,969.019378,0.86,0.905001977066034
-26,50,972.231144,0.76,0.8203497615262321
-32,50,976.414138,0.82,0.8508615008003013
-26,50,979.36858,0.76,0.8666877770740975
-20,50,982.293249,0.7,0.7296048751720071
-16,50,985.797961,0.66,0.6852060737527115
-14,50,989.160981,0.64,0.7120906559108806
-20,50,992.087736,0.7,0.8152904585130932
-22,50,995.07322,0.72,0.8147893548070313
-34,50,999.507873,0.84,0.8751738848186961
-22,50,1002.554105,0.72,0.8064448847637918
-30,50,1005.665938,0.8,0.857285338652643
-26,50,1008.751231,0.76,0.8221561204254552
-16,50,1012.907391,0.66,0.7580833657966498
-18,50,1015.846495,0.68,0.7230356971959039
-30,50,1019.012122,0.8,0.8392783077561178
-12,50,1024.412188,0.62,0.7287421630094044
-36,50,1027.647468,0.86,0.8787603305785124
-12,50,1030.468046,0.62,0.7412140575079872
-26,50,1033.585471,0.76,0.8713861386138614
-28,50,1037.963326,0.78,0.8809200310559007
-34,50,1041.153427,0.84,0.9048963196178482
-28,50,1044.291301,0.78,0.8233605844494695
-26,50,1047.953264,0.76,0.8367523006134969
-20,50,1051.691453,0.7,0.7930636863579918
-26,50,1054.792326,0.76,0.8577586206896551
-16,50,1057.828707,0.66,0.689993139272763
-20,50,1062.143152,0.7,0.7970246586509069
-28,50,1065.330815,0.78,0.861547976674324
-16,50,1068.311346,0.66,0.7255661758374236
-28,50,1071.469859,0.78,0.8706074901318956
-8,50,1075.548648,0.58,0.6593320235756385
-20,50,1078.587458,0.7,0.7850278685373823
-26,50,1081.726406,0.76,0.8175418569254186
-30,50,1085.516262,0.8,0.8293505492387744
-22,50,1089.302959,0.72,0.8081503535541497
-30,50,1092.580056,0.8,0.8686715899991102
-24,50,1095.785986,0.74,0.8453797879246916
-34,50,1100.479174,0.84,0.8862555355092668
-10,50,1103.421463,0.6,0.6672641509433962
-30,50,1106.718297,0.8,0.8566761241509758
-24,50,1110.360973,0.74,0.8263323464100666
-26,50,1114.309072,0.76,0.8392206692079627
-16,50,1117.360704,0.66,0.7101152118726811
-18,50,1120.472003,0.68,0.7229173024107415
-16,50,1124.804412,0.66,0.7809840917499075
-20,50,1127.986206,0.7,0.7772885709044212
-18,50,1131.04266,0.68,0.7591047812817905
-10,50,1134.011518,0.6,0.7049012585695283
-30,50,1138.574526,0.8,0.8863445964814297
-34,50,1141.922215,0.84,0.8412944315345555
